Year,MG,Location,Planting,Yield,VE,R1,R4,R7,R8,bushels,moisture,Notes
2015,2.2,Nashua,6/30/2015,,7/5/2015,8/4/2015,8/21/2015,,10/8/2015,53,11,
2015,2.5,Nashua,6/30/2015,,7/5/2015,8/4/2015,8/25/2015,,10/11/2015,56,12,
2015,2.2,Nashua,6/30/2015,,7/5/2015,8/4/2015,8/25/2015,,10/12/2015,55,12,
2015,2.5,Nashua,5/1/2015,,5/18/2015,6/27/2015,7/23/2015,,9/15/2015,65,12,
2015,2.2,Nashua,5/1/2015,,5/18/2015,7/1/2015,7/25/2015,,9/17/2015,56,12,
2015,2.2,Nashua,5/1/2015,,5/18/2015,6/24/2015,7/21/2015,,9/10/2015,69,11,
2015,2.5,Nashua,5/19/2015,,5/29/2015,7/6/2015,8/4/2015,,9/21/2015,67,12,
2015,2.2,Nashua,5/19/2015,,5/29/2015,7/1/2015,7/25/2015,,9/19/2015,66,11,
2015,2.2,Nashua,5/19/2015,,5/29/2015,7/2/2015,8/1/2015,,9/22/2015,64,12,
2015,2.2,Nashua,5/1/2015,,5/18/2015,6/24/2015,7/21/2015,,9/10/2015,70,12,
2015,2.2,Nashua,5/1/2015,,5/18/2015,7/1/2015,7/25/2015,,9/15/2015,63,12,
2015,2.5,Nashua,5/1/2015,,5/18/2015,6/27/2015,7/23/2015,,9/15/2015,66,12,
2015,2.2,Nashua,6/30/2015,,7/5/2015,8/4/2015,8/25/2015,,10/12/2015,55,11,
2015,2.5,Nashua,6/30/2015,,7/5/2015,8/4/2015,8/22/2015,,10/11/2015,55,12,
2015,2.2,Nashua,6/30/2015,,7/5/2015,8/4/2015,8/21/2015,,10/10/2015,51,11,
2015,2.2,Nashua,6/9/2015,,6/15/2015,7/22/2015,8/8/2015,,9/28/2015,61,11,
2015,2.2,Nashua,6/9/2015,,6/15/2015,7/27/2015,8/14/2015,,9/30/2015,59,10,
2015,2.5,Nashua,6/9/2015,,6/15/2015,7/22/2015,8/12/2015,,9/30/2015,61,10,
2015,2.2,Nashua,5/19/2015,,5/29/2015,7/1/2015,7/29/2015,,9/19/2015,66,12,
2015,2.2,Nashua,5/19/2015,,5/29/2015,7/2/2015,8/4/2015,,9/21/2015,67,12,
2015,2.5,Nashua,5/19/2015,,5/29/2015,7/6/2015,8/1/2015,,9/21/2015,67,12,
2016,2.7,Nashua,5/4/2016,,5/18/2016,7/2/2016,7/20/2016,9/12/2016,9/24/2016,46,12,
2016,2.5,Nashua,5/4/2016,,5/18/2016,6/27/2016,7/17/2016,9/10/2016,9/20/2016,47,12,
2016,2.2,Nashua,5/4/2016,,5/18/2016,6/23/2016,7/15/2016,9/6/2016,9/15/2016,58,12,
2016,2.7,Nashua,5/18/2016,,5/25/2016,7/7/2016,7/26/2016,9/15/2016,9/29/2016,56,12,
2016,2.5,Nashua,5/18/2016,,5/25/2016,7/5/2016,7/22/2016,9/12/2016,9/27/2016,51,12,
2016,2.2,Nashua,5/18/2016,,5/25/2016,6/30/2016,7/20/2016,9/9/2016,9/25/2016,61,12,
2016,2.5,Nashua,6/8/2016,,6/13/2016,7/15/2016,8/6/2016,9/25/2016,10/7/2016,53,12,
2016,2.2,Nashua,6/8/2016,,6/13/2016,7/13/2016,8/4/2016,9/21/2016,10/1/2016,55,12,
2016,2.7,Nashua,6/8/2016,,6/13/2016,7/22/2016,8/10/2016,9/29/2016,10/12/2016,48,12,
2016,2.2,Nashua,6/30/2016,,7/4/2016,7/30/2016,8/17/2016,10/7/2016,10/12/2016,43,12,
2016,2.5,Nashua,6/30/2016,,7/4/2016,8/2/2016,8/22/2016,10/9/2016,10/14/2016,45,12,
2016,2.7,Nashua,6/30/2016,,7/4/2016,8/5/2016,8/25/2016,10/12/2016,10/16/2016,43,12,
2016,2.5,Nashua,6/8/2016,,6/13/2016,7/15/2016,8/6/2016,9/25/2016,10/7/2016,52,12,
2016,2.7,Nashua,6/8/2016,,6/13/2016,7/22/2016,8/10/2016,9/29/2016,10/12/2016,57,12,
2016,2.2,Nashua,6/8/2016,,6/13/2016,7/13/2016,8/4/2016,9/21/2016,10/1/2016,54,12,
2016,2.5,Nashua,5/18/2016,,5/25/2016,7/5/2016,7/22/2016,9/12/2016,9/27/2016,59,12,
2016,2.7,Nashua,5/18/2016,,5/25/2016,7/7/2016,7/26/2016,9/15/2016,9/29/2016,58,12,
2016,2.2,Nashua,5/18/2016,,5/25/2016,6/30/2016,7/20/2016,9/9/2016,9/25/2016,63,12,
2016,2.2,Nashua,5/4/2016,,5/18/2016,6/23/2016,7/15/2016,9/6/2016,9/15/2016,64,12,
2016,2.5,Nashua,5/4/2016,,5/18/2016,6/27/2016,7/17/2016,9/10/2016,9/20/2016,51,12,
2016,2.7,Nashua,5/4/2016,,5/18/2016,7/2/2016,7/20/2016,9/12/2016,9/24/2016,46,12,
2016,2.5,Nashua,6/30/2016,,7/4/2016,8/2/2016,8/22/2016,10/9/2016,10/14/2016,44,12,
2016,2.2,Nashua,6/30/2016,,7/4/2016,7/30/2016,8/17/2016,10/7/2016,10/12/2016,47,12,
2016,2.7,Nashua,6/30/2016,,7/4/2016,8/5/2016,8/25/2016,10/12/2016,10/16/2016,42,12,
2016,2.5,Nashua,6/8/2016,,6/13/2016,7/15/2016,8/6/2016,9/25/2016,10/7/2016,50,12,
2016,2.7,Nashua,6/8/2016,,6/13/2016,7/22/2016,8/10/2016,9/29/2016,10/12/2016,56,12,
2016,2.2,Nashua,6/8/2016,,6/13/2016,7/13/2016,8/4/2016,9/21/2016,10/1/2016,52,12,
2016,2.2,Nashua,6/30/2016,,7/4/2016,7/30/2016,8/17/2016,10/7/2016,10/12/2016,47,12,
2016,2.5,Nashua,6/30/2016,,7/4/2016,8/2/2016,8/22/2016,10/9/2016,10/14/2016,51,12,
2016,2.7,Nashua,6/30/2016,,7/4/2016,8/5/2016,8/25/2016,10/12/2016,10/16/2016,46,12,
2016,2.5,Nashua,5/4/2016,,5/18/2016,6/27/2016,7/17/2016,9/10/2016,9/20/2016,54,12,
2016,2.7,Nashua,5/4/2016,,5/18/2016,7/2/2016,7/20/2016,9/12/2016,9/24/2016,54,12,
2016,2.2,Nashua,5/4/2016,,5/18/2016,6/23/2016,7/15/2016,9/6/2016,9/15/2016,55,12,
2016,2.5,Nashua,5/18/2016,,5/25/2016,7/5/2016,7/22/2016,9/12/2016,9/27/2016,53,12,
2016,2.2,Nashua,5/18/2016,,5/25/2016,6/30/2016,7/20/2016,9/9/2016,9/25/2016,64,12,
2016,2.7,Nashua,5/18/2016,,5/25/2016,7/7/2016,7/26/2016,9/15/2016,9/29/2016,63,12,
2016,2.2,Nashua,5/4/2016,,5/18/2016,6/23/2016,7/15/2016,9/6/2016,9/15/2016,66,12,
2016,2.7,Nashua,5/4/2016,,5/18/2016,7/2/2016,7/20/2016,9/12/2016,9/24/2016,55,12,
2016,2.5,Nashua,5/4/2016,,5/18/2016,6/27/2016,7/17/2016,9/10/2016,9/20/2016,55,12,
2016,2.7,Nashua,6/30/2016,,7/4/2016,8/5/2016,8/25/2016,10/12/2016,10/16/2016,45,12,
2016,2.5,Nashua,6/30/2016,,7/4/2016,8/2/2016,8/22/2016,10/9/2016,10/14/2016,50,12,
2016,2.2,Nashua,6/30/2016,,7/4/2016,7/30/2016,8/17/2016,10/7/2016,10/12/2016,47,12,
2016,2.2,Nashua,6/8/2016,,6/13/2016,7/13/2016,8/4/2016,9/21/2016,10/1/2016,58,11,
2016,2.7,Nashua,6/8/2016,,6/13/2016,7/22/2016,8/10/2016,9/29/2016,10/12/2016,53,12,
2016,2.5,Nashua,6/8/2016,,6/13/2016,7/15/2016,8/6/2016,9/25/2016,10/7/2016,51,12,
2016,2.2,Nashua,5/18/2016,,5/25/2016,6/30/2016,7/20/2016,9/9/2016,9/25/2016,66,12,
2016,2.7,Nashua,5/18/2016,,5/25/2016,7/7/2016,7/26/2016,9/15/2016,9/29/2016,60,12,
2016,2.5,Nashua,5/18/2016,,5/25/2016,7/5/2016,7/22/2016,9/12/2016,9/27/2016,51,12,
2017,2.1,Nashua,4/18/2017,,5/9/2017,6/19/2017,,,9/20/2017,66,13,
2017,2.1,Nashua,4/18/2017,,5/9/2017,6/20/2017,,,9/20/2017,68,13,
2017,2.1,Nashua,4/18/2017,,5/9/2017,6/19/2017,,,9/20/2017,67,13,
2017,2.1,Nashua,4/18/2017,,5/9/2017,6/20/2017,,,9/20/2017,68,13,
2017,2.1,Nashua,5/4/2017,,5/13/2017,6/30/2017,,,9/21/2017,67,13,
2017,2.1,Nashua,5/4/2017,,5/13/2017,6/30/2017,,,9/21/2017,66,13,
2017,2.1,Nashua,5/4/2017,,5/13/2017,6/29/2017,,,9/21/2017,67,13,
2017,2.1,Nashua,5/4/2017,,5/13/2017,6/28/2017,,,9/21/2017,70,13,
2017,2.1,Nashua,5/15/2017,,5/30/2017,7/2/2017,,,9/25/2017,63,13,
2017,2.1,Nashua,5/15/2017,,5/30/2017,7/1/2017,,,9/25/2017,59,12,
2017,2.1,Nashua,5/15/2017,,5/30/2017,7/2/2017,,,9/25/2017,65,13,
2017,2.1,Nashua,5/15/2017,,5/30/2017,7/2/2017,,,9/25/2017,66,13,
2017,2.1,Nashua,5/30/2017,,6/5/2017,7/9/2017,,,9/28/2017,63,12,
2017,2.1,Nashua,5/30/2017,,6/5/2017,7/8/2017,,,9/28/2017,65,13,
2017,2.1,Nashua,5/30/2017,,6/5/2017,7/8/2017,,,9/28/2017,65,13,
2017,2.1,Nashua,5/30/2017,,6/5/2017,7/8/2017,,,9/28/2017,63,13,
2017,2.3,Nashua,4/18/2017,,5/9/2017,6/24/2017,,,9/22/2017,70,13,
2017,2.3,Nashua,4/18/2017,,5/9/2017,6/25/2017,,,9/22/2017,74,13,
2017,2.3,Nashua,4/18/2017,,5/9/2017,6/25/2017,,,9/22/2017,70,12,
2017,2.3,Nashua,4/18/2017,,5/9/2017,6/24/2017,,,9/22/2017,67,13,
2017,2.3,Nashua,5/4/2017,,5/13/2017,7/2/2017,,,9/23/2017,69,13,
2017,2.3,Nashua,5/4/2017,,5/13/2017,7/2/2017,,,9/23/2017,69,13,
2017,2.3,Nashua,5/4/2017,,5/13/2017,7/1/2017,,,9/23/2017,71,12,
2017,2.3,Nashua,5/4/2017,,5/13/2017,7/1/2017,,,9/23/2017,66,12,
2017,2.3,Nashua,5/15/2017,,5/30/2017,7/5/2017,,,9/27/2017,65,12,
2017,2.3,Nashua,5/15/2017,,5/30/2017,7/3/2017,,,9/27/2017,66,13,
2017,2.3,Nashua,5/15/2017,,5/30/2017,7/6/2017,,,9/27/2017,69,12,
2017,2.3,Nashua,5/15/2017,,5/30/2017,7/3/2017,,,9/27/2017,69,13,
2017,2.3,Nashua,5/30/2017,,6/5/2017,7/13/2017,,,9/30/2017,64,13,
2017,2.3,Nashua,5/30/2017,,6/5/2017,7/13/2017,,,9/30/2017,68,13,
2017,2.3,Nashua,5/30/2017,,6/5/2017,7/11/2017,,,9/30/2017,61,12,
2017,2.3,Nashua,5/30/2017,,6/5/2017,7/12/2017,,,9/30/2017,66,13,
2017,2.6,Nashua,4/18/2017,,5/9/2017,6/30/2017,,,9/24/2017,68,13,
2017,2.6,Nashua,4/18/2017,,5/9/2017,6/29/2017,,,9/24/2017,70,13,
2017,2.6,Nashua,4/18/2017,,5/9/2017,6/30/2017,,,9/24/2017,66,13,
2017,2.6,Nashua,4/18/2017,,5/9/2017,6/30/2017,,,9/24/2017,65,13,
2017,2.6,Nashua,5/4/2017,,5/13/2017,7/1/2017,,,9/25/2017,62,13,
2017,2.6,Nashua,5/4/2017,,5/13/2017,7/2/2017,,,9/25/2017,65,13,
2017,2.6,Nashua,5/4/2017,,5/13/2017,7/1/2017,,,9/25/2017,69,13,
2017,2.6,Nashua,5/4/2017,,5/13/2017,7/2/2017,,,9/25/2017,69,13,
2017,2.6,Nashua,5/15/2017,,5/30/2017,7/9/2017,,,9/29/2017,61,13,
2017,2.6,Nashua,5/15/2017,,5/30/2017,7/8/2017,,,9/29/2017,62,13,
2017,2.6,Nashua,5/15/2017,,5/30/2017,7/9/2017,,,9/29/2017,63,13,
2017,2.6,Nashua,5/15/2017,,5/30/2017,7/8/2017,,,9/29/2017,66,13,
2017,2.6,Nashua,5/30/2017,,6/5/2017,7/11/2017,,,10/2/2017,59,13,
2017,2.6,Nashua,5/30/2017,,6/5/2017,7/11/2017,,,10/2/2017,64,13,
2017,2.6,Nashua,5/30/2017,,6/5/2017,7/14/2017,,,10/2/2017,61,13,
2017,2.6,Nashua,5/30/2017,,6/5/2017,7/11/2017,,,10/2/2017,64,14,
2014,2.7,Sutherland,5/5/2014,4221,5/20/2014,6/28/2014,7/18/2014,10/7/2014,10/16/2014,71,11,
2014,2.5,Sutherland,5/5/2014,4177,5/20/2014,7/1/2014,7/14/2014,9/30/2014,10/16/2014,70,12,
2014,2.2,Sutherland,5/5/2014,4000,5/20/2014,7/1/2014,7/14/2014,9/30/2014,10/16/2014,68,12,
2014,2.7,Sutherland,5/20/2014,3512,5/27/2014,7/9/2014,7/25/2014,10/7/2014,10/16/2014,59,11,
2014,2.5,Sutherland,5/20/2014,3742,5/27/2014,7/7/2014,7/21/2014,10/7/2014,10/16/2014,63,12,
2014,2.2,Sutherland,5/20/2014,3645,5/27/2014,7/7/2014,7/21/2014,10/3/2014,10/16/2014,61,11,
2014,2.5,Sutherland,6/11/2014,3324,6/18/2014,7/21/2014,8/5/2014,10/13/2014,10/29/2014,56,11,
2014,2.2,Sutherland,6/11/2014,2973,6/18/2014,7/21/2014,8/5/2014,10/13/2014,10/29/2014,50,11,
2014,2.7,Sutherland,6/11/2014,3155,6/18/2014,7/25/2014,8/5/2014,10/16/2014,10/29/2014,53,11,
2014,2.2,Sutherland,7/3/2014,1710,7/9/2014,8/12/2014,8/26/2014,10/27/2014,10/29/2014,29,12,
2014,2.5,Sutherland,7/3/2014,1803,7/9/2014,8/15/2014,8/26/2014,10/27/2014,10/29/2014,31,14,
2014,2.7,Sutherland,7/3/2014,1593,7/9/2014,8/15/2014,8/26/2014,10/27/2014,10/29/2014,27,14,
2014,2.5,Sutherland,6/11/2014,3367,6/18/2014,7/25/2014,8/5/2014,10/13/2014,10/29/2014,57,11,
2014,2.7,Sutherland,6/11/2014,3211,6/18/2014,7/27/2014,8/5/2014,10/13/2014,10/29/2014,54,11,
2014,2.2,Sutherland,6/11/2014,3131,6/18/2014,7/25/2014,8/5/2014,10/13/2014,10/29/2014,52,11,
2014,2.5,Sutherland,5/20/2014,3879,5/27/2014,7/7/2014,7/21/2014,10/7/2014,10/16/2014,65,11,
2014,2.7,Sutherland,5/20/2014,3500,5/27/2014,7/9/2014,7/25/2014,10/7/2014,10/16/2014,59,11,
2014,2.2,Sutherland,5/20/2014,3766,5/27/2014,7/7/2014,7/21/2014,10/3/2014,10/16/2014,63,11,
2014,2.2,Sutherland,5/5/2014,3983,5/19/2014,6/28/2014,7/14/2014,9/30/2014,10/16/2014,67,11,
2014,2.5,Sutherland,5/5/2014,4235,5/19/2014,6/28/2014,7/14/2014,9/30/2014,10/16/2014,71,11,
2014,2.7,Sutherland,5/5/2014,3956,5/19/2014,7/1/2014,7/18/2014,10/7/2014,10/16/2014,66,11,
2014,2.5,Sutherland,7/3/2014,1852,7/9/2014,8/15/2014,8/26/2014,10/27/2014,10/29/2014,32,13,
2014,2.2,Sutherland,7/3/2014,1751,7/9/2014,8/15/2014,8/26/2014,10/27/2014,10/29/2014,30,12,
2014,2.7,Sutherland,7/3/2014,1779,7/9/2014,8/15/2014,8/26/2014,10/27/2014,10/29/2014,30,13,
2014,2.5,Sutherland,6/11/2014,3304,6/18/2014,7/21/2014,8/5/2014,10/16/2014,10/29/2014,55,11,
2014,2.7,Sutherland,6/11/2014,3260,6/18/2014,7/21/2014,8/5/2014,10/16/2014,10/29/2014,55,11,
2014,2.2,Sutherland,6/11/2014,3268,6/18/2014,7/21/2014,8/5/2014,10/13/2014,10/29/2014,55,11,
2014,2.2,Sutherland,7/3/2014,1965,7/9/2014,8/12/2014,8/26/2014,10/27/2014,10/29/2014,33,11,
2014,2.5,Sutherland,7/3/2014,1889,7/9/2014,8/15/2014,8/26/2014,10/27/2014,10/29/2014,32,13,
2014,2.7,Sutherland,7/3/2014,1509,7/9/2014,8/19/2014,8/26/2014,10/27/2014,10/29/2014,26,13,
2014,2.5,Sutherland,5/20/2014,3825,5/27/2014,7/21/2014,7/21/2014,10/7/2014,10/16/2014,65,12,
2014,2.2,Sutherland,5/20/2014,3677,5/27/2014,7/21/2014,7/21/2014,10/3/2014,10/16/2014,62,11,
2014,2.7,Sutherland,5/20/2014,3655,5/27/2014,7/25/2014,7/25/2014,10/7/2014,10/16/2014,62,12,
2014,2.5,Sutherland,5/5/2014,4191,5/20/2014,6/28/2014,7/14/2014,9/30/2014,10/16/2014,70,11,
2014,2.7,Sutherland,5/5/2014,4254,5/20/2014,7/1/2014,7/18/2014,10/7/2014,10/16/2014,71,11,
2014,2.2,Sutherland,5/5/2014,4168,5/20/2014,6/28/2014,7/14/2014,9/30/2014,10/16/2014,70,11,
2014,2.7,Sutherland,7/3/2014,1439,7/9/2014,8/15/2014,8/26/2014,10/27/2014,10/29/2014,25,13,
2014,2.5,Sutherland,7/3/2014,1812,7/9/2014,8/15/2014,8/26/2014,10/27/2014,10/29/2014,31,13,
2014,2.2,Sutherland,7/3/2014,1663,7/9/2014,8/15/2014,8/26/2014,10/27/2014,10/29/2014,28,12,
2014,2.2,Sutherland,5/5/2014,4004,5/20/2014,6/28/2014,7/14/2014,9/30/2014,10/16/2014,67,11,
2014,2.7,Sutherland,5/5/2014,3996,5/20/2014,7/1/2014,7/18/2014,10/7/2014,10/16/2014,67,11,
2014,2.5,Sutherland,5/5/2014,4190,5/20/2014,6/28/2014,7/14/2014,9/30/2014,10/16/2014,70,11,
2014,2.2,Sutherland,6/11/2014,3240,6/18/2014,7/21/2014,8/5/2014,10/13/2014,10/29/2014,54,11,
2014,2.7,Sutherland,6/11/2014,3369,6/18/2014,7/25/2014,8/5/2014,10/16/2014,10/29/2014,57,11,
2014,2.5,Sutherland,6/11/2014,3438,6/18/2014,7/21/2014,8/5/2014,10/16/2014,10/29/2014,58,11,
2014,2.2,Sutherland,5/20/2014,3812,5/27/2014,7/7/2014,7/21/2014,10/3/2014,10/16/2014,64,11,
2014,2.7,Sutherland,5/20/2014,3528,5/27/2014,7/9/2014,7/25/2014,10/7/2014,10/16/2014,59,11,
2014,2.5,Sutherland,5/20/2014,3822,5/27/2014,7/7/2014,7/21/2014,10/7/2014,10/16/2014,64,11,
2015,2.5,Sutherland,4/30/2015,,5/13/2015,6/30/2015,7/17/2015,9/10/2015,9/18/2015,72,13,
2015,2.2,Sutherland,4/30/2015,,5/13/2015,6/23/2015,7/17/2015,9/3/2015,9/18/2015,70,12,
2015,1.9,Sutherland,4/30/2015,,5/13/2015,6/23/2015,7/17/2015,9/17/2015,9/25/2015,69,12,
2015,2.5,Sutherland,5/19/2015,,5/28/2015,7/10/2015,7/24/2015,9/25/2015,10/2/2015,68,11,
2015,2.2,Sutherland,5/19/2015,,5/28/2015,7/10/2015,7/24/2015,9/18/2015,9/25/2015,67,12,
2015,1.9,Sutherland,5/19/2015,,5/28/2015,7/10/2015,7/24/2015,9/18/2015,9/25/2015,67,11,
2015,2.2,Sutherland,6/9/2015,,6/18/2015,7/24/2015,8/5/2015,9/30/2015,10/5/2015,61,10,
2015,1.9,Sutherland,6/9/2015,,6/18/2015,7/24/2015,8/5/2015,9/25/2015,10/5/2015,61,10,
2015,2.5,Sutherland,6/9/2015,,6/18/2015,7/24/2015,8/5/2015,9/30/2015,10/8/2015,62,12,
2015,1.9,Sutherland,6/30/2015,,7/3/2015,8/5/2015,8/21/2015,10/5/2015,10/12/2015,51,12,
2015,2.2,Sutherland,6/30/2015,,7/3/2015,8/5/2015,8/21/2015,10/8/2015,10/15/2015,51,12,
2015,2.5,Sutherland,6/30/2015,,7/3/2015,8/5/2015,8/21/2015,10/10/2015,10/18/2015,51,13,
2015,2.2,Sutherland,6/9/2015,,6/18/2015,7/24/2015,8/5/2015,9/30/2015,10/5/2015,61,10,
2015,2.5,Sutherland,6/9/2015,,6/18/2015,7/24/2015,8/5/2015,9/25/2015,10/5/2015,61,10,
2015,1.9,Sutherland,6/9/2015,,6/18/2015,7/24/2015,8/5/2015,9/30/2015,10/8/2015,62,12,
2015,2.2,Sutherland,5/19/2015,,5/28/2015,7/10/2015,7/24/2015,9/18/2015,9/25/2015,68,13,
2015,2.5,Sutherland,5/19/2015,,5/28/2015,7/10/2015,7/24/2015,9/25/2015,10/2/2015,71,12,
2015,1.9,Sutherland,5/19/2015,,5/28/2015,7/10/2015,7/24/2015,9/18/2015,9/25/2015,71,11,
2015,1.9,Sutherland,4/30/2015,,5/13/2015,6/23/2015,7/17/2015,9/17/2015,9/25/2015,74,10,
2015,2.2,Sutherland,4/30/2015,,5/13/2015,6/23/2015,7/17/2015,9/3/2015,9/18/2015,72,11,
2015,2.5,Sutherland,4/30/2015,,5/13/2015,6/30/2015,7/17/2015,9/10/2015,9/18/2015,75,12,
2015,2.2,Sutherland,6/30/2015,,7/3/2015,8/5/2015,8/21/2015,10/8/2015,10/15/2015,53,12,
2015,1.9,Sutherland,6/30/2015,,7/3/2015,8/5/2015,8/21/2015,10/5/2015,10/12/2015,50,12,
2015,2.5,Sutherland,6/30/2015,,7/3/2015,8/5/2015,8/21/2015,10/10/2015,10/18/2015,59,13,
2015,2.2,Sutherland,6/9/2015,,6/18/2015,7/24/2015,8/5/2015,9/30/2015,10/5/2015,60,10,
2015,2.5,Sutherland,6/9/2015,,6/18/2015,7/24/2015,8/5/2015,9/30/2015,10/8/2015,63,11,
2015,1.9,Sutherland,6/9/2015,,6/18/2015,7/24/2015,8/5/2015,9/25/2015,10/5/2015,64,10,
2015,1.9,Sutherland,6/30/2015,,7/3/2015,8/5/2015,8/21/2015,10/5/2015,10/12/2015,47,12,
2015,2.2,Sutherland,6/30/2015,,7/3/2015,8/5/2015,8/21/2015,10/8/2015,10/15/2015,53,12,
2015,2.5,Sutherland,6/30/2015,,7/3/2015,8/5/2015,8/21/2015,10/10/2015,10/18/2015,57,12,
2015,2.2,Sutherland,5/19/2015,,5/28/2015,7/10/2015,7/24/2015,9/18/2015,9/25/2015,67,11,
2015,1.9,Sutherland,5/19/2015,,5/28/2015,7/10/2015,7/24/2015,9/18/2015,9/25/2015,66,14,
2015,2.5,Sutherland,5/19/2015,,5/28/2015,7/10/2015,7/24/2015,9/25/2015,10/2/2015,73,12,
2015,2.2,Sutherland,4/30/2015,,5/13/2015,6/23/2015,7/17/2015,9/3/2015,9/18/2015,74,11,
2015,2.5,Sutherland,4/30/2015,,5/13/2015,6/30/2015,7/17/2015,9/10/2015,9/18/2015,76,11,
2015,1.9,Sutherland,4/30/2015,,5/13/2015,6/23/2015,7/17/2015,9/17/2015,9/25/2015,74,11,
2015,2.5,Sutherland,6/30/2015,,7/3/2015,8/5/2015,8/21/2015,10/10/2015,10/18/2015,62,13,
2015,2.2,Sutherland,6/30/2015,,7/3/2015,8/5/2015,8/21/2015,10/8/2015,10/15/2015,52,13,
2015,1.9,Sutherland,6/30/2015,,7/3/2015,8/5/2015,8/21/2015,10/5/2015,10/12/2015,48,12,
2015,1.9,Sutherland,4/30/2015,,5/13/2015,6/23/2015,7/17/2015,9/10/2015,9/18/2015,74,11,
2015,2.5,Sutherland,4/30/2015,,5/13/2015,6/30/2015,7/17/2015,9/17/2015,9/25/2015,77,11,
2015,2.2,Sutherland,4/30/2015,,5/13/2015,6/23/2015,7/17/2015,9/3/2015,9/18/2015,74,11,
2015,1.9,Sutherland,6/9/2015,,6/18/2015,7/24/2015,8/5/2015,9/25/2015,10/5/2015,60,13,
2015,2.5,Sutherland,6/9/2015,,6/18/2015,7/24/2015,8/5/2015,9/30/2015,10/8/2015,64,13,
2015,2.2,Sutherland,6/9/2015,,6/18/2015,7/24/2015,8/5/2015,9/30/2015,10/5/2015,59,13,
2015,1.9,Sutherland,5/19/2015,,5/28/2015,7/10/2015,7/24/2015,9/18/2015,9/25/2015,66,13,
2015,2.5,Sutherland,5/19/2015,,5/28/2015,7/10/2015,7/24/2015,9/25/2015,10/2/2015,70,12,
2015,2.2,Sutherland,5/19/2015,,5/28/2015,7/10/2015,7/24/2015,9/18/2015,9/25/2015,67,11,
2016,2.5,Sutherland,5/7/2016,,5/14/2016,6/24/2016,7/18/2016,9/18/2016,9/26/2016,86,11,
2016,2.2,Sutherland,5/7/2016,,5/14/2016,6/24/2016,7/18/2016,9/14/2016,9/23/2016,77,11,
2016,1.9,Sutherland,5/7/2016,,5/14/2016,6/24/2016,7/18/2016,9/12/2016,9/22/2016,81,11,
2016,2.5,Sutherland,5/20/2016,,5/30/2016,6/30/2016,7/22/2016,9/22/2016,10/1/2016,93,12,
2016,2.2,Sutherland,5/20/2016,,5/30/2016,6/30/2016,7/22/2016,9/20/2016,10/1/2016,72,12,
2016,1.9,Sutherland,5/20/2016,,5/30/2016,6/30/2016,7/22/2016,9/18/2016,10/1/2016,92,11,
2016,2.2,Sutherland,6/7/2016,,6/12/2016,7/22/2016,8/2/2016,9/23/2016,10/6/2016,67,12,
2016,1.9,Sutherland,6/7/2016,,6/12/2016,7/22/2016,7/29/2016,9/22/2016,10/6/2016,62,12,
2016,2.5,Sutherland,6/7/2016,,6/12/2016,7/22/2016,8/2/2016,9/23/2016,10/6/2016,91,16,
2016,1.9,Sutherland,7/1/2016,,7/5/2016,8/8/2016,8/16/2016,10/1/2016,10/14/2016,64,21,
2016,2.2,Sutherland,7/1/2016,,7/5/2016,8/8/2016,8/19/2016,10/1/2016,10/14/2016,72,20,
2016,2.5,Sutherland,7/1/2016,,7/5/2016,8/8/2016,8/23/2016,10/6/2016,,91,22,
2016,2.2,Sutherland,6/7/2016,,6/12/2016,7/22/2016,8/2/2016,9/23/2016,10/6/2016,68,12,
2016,2.5,Sutherland,6/7/2016,,6/12/2016,7/22/2016,8/2/2016,9/23/2016,10/6/2016,90,16,
2016,1.9,Sutherland,6/7/2016,,6/12/2016,7/22/2016,7/29/2016,9/22/2016,10/6/2016,62,14,
2016,2.2,Sutherland,5/20/2016,,5/30/2016,6/30/2016,7/22/2016,9/20/2016,10/1/2016,72,13,
2016,2.5,Sutherland,5/20/2016,,5/30/2016,6/30/2016,7/22/2016,9/22/2016,10/1/2016,55,15,
2016,1.9,Sutherland,5/20/2016,,5/30/2016,6/30/2016,7/22/2016,9/18/2016,10/1/2016,96,13,
2016,1.9,Sutherland,5/7/2016,,5/14/2016,6/24/2016,7/18/2016,9/12/2016,9/22/2016,83,12,
2016,2.2,Sutherland,5/7/2016,,5/14/2016,6/24/2016,7/18/2016,9/14/2016,9/23/2016,76,11,
2016,2.5,Sutherland,5/7/2016,,5/14/2016,6/24/2016,7/18/2016,9/18/2016,9/26/2016,82,12,
2016,2.2,Sutherland,7/1/2016,,7/5/2016,8/8/2016,8/19/2016,10/1/2016,10/14/2016,65,20,
2016,1.9,Sutherland,7/1/2016,,7/5/2016,8/8/2016,8/16/2016,10/1/2016,10/14/2016,61,19,
2016,2.5,Sutherland,7/1/2016,,7/5/2016,8/8/2016,8/23/2016,10/6/2016,,95,21,
2016,2.2,Sutherland,6/7/2016,,6/12/2016,7/22/2016,8/2/2016,9/23/2016,10/6/2016,71,12,
2016,2.5,Sutherland,6/7/2016,,6/12/2016,7/22/2016,8/2/2016,9/23/2016,10/6/2016,77,17,
2016,1.9,Sutherland,6/7/2016,,6/12/2016,7/22/2016,7/29/2016,9/22/2016,10/6/2016,65,14,
